group1,group1_value,group2,group2_value,total,count_n0,count_n1,count_n2,count_n3,count_n4,count_n5plus,count_median,count_p10,count_p25,count_p75,count_p90,days_since_n12m,days_since_n24m,days_since_median,days_since_p10,days_since_p25,days_since_p75,days_since_p90,count_pct0,count_pct1,count_pct2,count_pct3,count_pct4,count_pct5plus,days_since_pct12m,days_since_pct24m
ckd,FALSE,primis_atrisk,TRUE,1780,110,130,120,130,120,1170,7,1,3,11,13,1030,1250,301,220,252,350,381,6.2,7.3,6.7,7.3,6.7,65.7,57.9,70.2
ckd,TRUE,primis_atrisk,TRUE,190,10,10,20,10,10,130,8,1,4,11,13,110,130,314.5,223,267.75,349.25,371.9,5.3,5.3,10.5,5.3,5.3,68.4,57.9,68.4
ckd,FALSE,crd,FALSE,4540,320,330,300,320,290,2980,7,1,3,11,13,2690,3240,298,219,249,349,380,7,7.3,6.6,7,6.4,65.6,59.3,71.4
ckd,FALSE,crd,TRUE,200,10,10,10,20,20,140,7,2,4,11,13,110,140,306.5,226,252.5,357.25,382,5,5,5,10,10,70,55,70
ckd,TRUE,crd,FALSE,180,10,10,20,10,10,120,8,1,4,11,13,110,130,314,223,267.5,349,372,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
ckd,TRUE,crd,TRUE,0,0,0,0,0,0,0,13,5.8,8.5,13.5,13.8,0,0,350,350,350,350,350,NA,NA,NA,NA,NA,NA,NA,NA
ckd,FALSE,chd,FALSE,4550,320,330,290,320,300,2990,7,1,3,11,13,2690,3240,299,219,249,350,380,7,7.3,6.4,7,6.6,65.7,59.1,71.2
ckd,FALSE,chd,TRUE,200,10,20,20,10,10,130,7,1,3,11,13,110,140,300,212.4,249.75,347.5,388.9,5,10,10,5,5,65,55,70
ckd,TRUE,chd,FALSE,180,10,10,20,10,10,130,8,1,4,11,13,110,130,314,223,267.5,349.5,372,5.6,5.6,11.1,5.6,5.6,72.2,61.1,72.2
ckd,TRUE,chd,TRUE,0,0,0,0,0,0,0,8,8,8,8,8,0,0,349,349,349,349,349,NA,NA,NA,NA,NA,NA,NA,NA
ckd,FALSE,cld,FALSE,4540,320,340,300,320,290,2980,7,1,3,11,13,2680,3240,298,219,249,350,380,7,7.5,6.6,7,6.4,65.6,59,71.4
ckd,FALSE,cld,TRUE,200,10,10,10,10,20,140,8,1,4,12,13,110,140,303,223,251.5,349.25,380.5,5,5,5,5,10,70,55,70
ckd,TRUE,cld,FALSE,180,10,10,20,10,10,120,8,1,4,11,13,110,130,315,222.2,265,349.5,371.4,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
ckd,TRUE,cld,TRUE,0,0,0,0,0,0,0,9,6,9,11,11.6,0,0,313,285.8,293,347,375.8,NA,NA,NA,NA,NA,NA,NA,NA
ckd,FALSE,cns_learndis,FALSE,4380,310,320,280,310,280,2890,7,1,3,11,13,2580,3120,299,219,248,349.75,380,7.1,7.3,6.4,7.1,6.4,66,58.9,71.2
ckd,FALSE,cns_learndis,TRUE,370,20,30,30,20,30,230,6,1,3,10,13,210,260,297,228,253,354.25,377.9,5.4,8.1,8.1,5.4,8.1,62.2,56.8,70.3
ckd,TRUE,cns_learndis,FALSE,180,10,10,20,10,10,120,8,1.9000000000000021,4,11,13,110,130,314,222.2,267.5,348,369.2,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
ckd,TRUE,cns_learndis,TRUE,10,0,0,0,0,0,0,4,0.5,1.25,8.25,10.5,0,0,384,263.6,281,392,393.8,0,0,0,0,0,0,0,0
ckd,FALSE,diabetes,FALSE,4550,320,330,300,310,300,2990,7,1,3,11,13,2690,3250,299,219,249,350,380,7,7.3,6.6,6.8,6.6,65.7,59.1,71.4
ckd,FALSE,diabetes,TRUE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,304,221.8,259,350.5,381.4,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
ckd,TRUE,diabetes,FALSE,180,10,10,20,10,10,130,8,1,4,11,13,110,130,313.5,222.8,267.25,349,372.6,5.6,5.6,11.1,5.6,5.6,72.2,61.1,72.2
ckd,TRUE,diabetes,TRUE,0,0,0,0,0,0,0,5,4.2,4.5,5.5,5.8,0,0,345,334.6,338.5,351.5,355.4,NA,NA,NA,NA,NA,NA,NA,NA
ckd,FALSE,immunosuppressed_asplenia,FALSE,4330,300,320,280,300,280,2860,7,1,3,11,13,2530,3080,298,219,248,350,380,6.9,7.4,6.5,6.9,6.5,66.1,58.4,71.1
ckd,FALSE,immunosuppressed_asplenia,TRUE,420,30,30,30,40,30,260,7,1,3,11,13,270,300,301,222,252,341,368,7.1,7.1,7.1,9.5,7.1,61.9,64.3,71.4
ckd,TRUE,immunosuppressed_asplenia,FALSE,180,10,10,20,10,10,120,8,1,4,11,13,110,130,314,222.2,265,349.5,371.4,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
ckd,TRUE,immunosuppressed_asplenia,TRUE,0,0,0,0,0,0,0,8,1.9999999999999996,5,9,9,0,0,318,287,293,349,374.2,NA,NA,NA,NA,NA,NA,NA,NA
ckd,FALSE,severe_obesity,FALSE,4560,310,330,300,320,300,3000,7,1,3,11,13,2690,3250,299,220,249,350,379,6.8,7.2,6.6,7,6.6,65.8,59,71.3
ckd,FALSE,severe_obesity,TRUE,190,20,20,20,10,10,120,7,1,2,10.75,13,100,130,290.5,211,242.5,348.75,385,10.5,10.5,10.5,5.3,5.3,63.2,52.6,68.4
ckd,TRUE,severe_obesity,FALSE,180,10,10,20,10,10,120,8,1,4,11,13,110,130,315,222.2,267.5,349.5,374.4,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
ckd,TRUE,severe_obesity,TRUE,10,0,0,0,0,0,0,7,1.5,2.25,12.5,13.5,0,0,313,276.8,308,340,352.6,0,0,0,0,0,0,0,0
ckd,FALSE,smi,FALSE,4550,310,330,300,310,290,2990,7,1,3,11,13,2700,3250,298,219,249,349,380,6.8,7.3,6.6,6.8,6.4,65.7,59.3,71.4
ckd,FALSE,smi,TRUE,190,20,10,10,20,10,130,6,1,3,10,13,100,130,307,225,253.5,361,385,10.5,5.3,5.3,10.5,5.3,68.4,52.6,68.4
ckd,TRUE,smi,FALSE,180,10,10,20,10,10,120,8,1,4,11,13,110,130,314.5,222.4,266,349,371.3,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
ckd,TRUE,smi,TRUE,10,0,0,0,0,0,0,4,1,2.25,6.5,9,0,0,328,288.4,296.5,364,380.2,0,0,0,0,0,0,0,0
ckd,FALSE,rrt_cat,1 dialysis,40,0,0,0,0,0,30,9,1,4,11.25,13,30,30,275.5,218.4,234.5,318,340,0,0,0,0,0,75,75,75
ckd,FALSE,rrt_cat,2 transplant,40,0,0,0,0,0,20,6,2.4000000000000004,4,9,12,20,20,294.5,242.2,260.25,326.75,363.8,0,0,0,0,0,50,50,50
ckd,FALSE,rrt_cat,0 no RRT,4670,330,340,310,320,300,3070,7,1,3,11,13,2740,3320,299,219,249,350,380,7.1,7.3,6.6,6.9,6.4,65.7,58.7,71.1
ckd,TRUE,rrt_cat,1 dialysis,0,0,0,0,0,0,0,10,9.200000000000001,9.5,10.5,10.799999999999999,0,0,344,344,344,344,344,NA,NA,NA,NA,NA,NA,NA,NA
ckd,TRUE,rrt_cat,2 transplant,0,0,0,0,0,0,0,7.5,4.2,6,9.25,11.5,0,0,220.5,206.5,211.75,229.25,234.5,NA,NA,NA,NA,NA,NA,NA,NA
ckd,TRUE,rrt_cat,0 no RRT,180,10,10,20,10,10,120,8,1,4,11,13,110,130,315,223,268,350,373.2,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
ckd,FALSE,copd,FALSE,4650,320,340,310,330,300,3050,7,1,3,11,13,2740,3310,299,219,249,350,380,6.9,7.3,6.7,7.1,6.5,65.6,58.9,71.2
ckd,FALSE,copd,TRUE,100,0,10,0,0,10,70,8,1,4,12,13.600000000000009,60,70,293,216,246.5,349,369,0,10,0,0,10,70,60,70
ckd,TRUE,copd,FALSE,180,10,10,20,10,10,120,8,1,4,11,13,110,130,314.5,222.8,268,349.75,372.6,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
ckd,TRUE,copd,TRUE,0,0,0,0,0,0,0,8,6.4,7,9,9.600000000000001,0,0,281,253.8,264,298,308.2,NA,NA,NA,NA,NA,NA,NA,NA
ckd,FALSE,down_sydrome,FALSE,4660,320,340,300,330,300,3070,7,1,3,11,13,2750,3320,298,219,248,350,380,6.9,7.3,6.4,7.1,6.4,65.9,59,71.2
ckd,FALSE,down_sydrome,TRUE,80,10,10,10,0,10,50,7,1,2,10,13,50,60,313,236.8,263.5,348,378.4,12.5,12.5,12.5,0,12.5,62.5,62.5,75
ckd,TRUE,down_sydrome,FALSE,180,10,10,20,10,10,120,8,1,4,11,13,110,130,315,223,267.75,349.25,373.8,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
ckd,TRUE,down_sydrome,TRUE,0,0,0,0,0,0,0,7.5,5.300000000000001,5.75,10.25,12.5,0,0,274,235.5,260.25,298.25,341.9,NA,NA,NA,NA,NA,NA,NA,NA
ckd,FALSE,sickle_cell,FALSE,4640,320,340,300,320,300,3050,7,1,3,11,13,2740,3310,298.5,219,249,349.75,380,6.9,7.3,6.5,6.9,6.5,65.7,59.1,71.3
ckd,FALSE,sickle_cell,TRUE,100,10,10,10,10,10,70,7,1,3,11.75,13,60,70,302.5,217.2,248.75,351.75,379,10,10,10,10,10,70,60,70
ckd,TRUE,sickle_cell,FALSE,180,10,10,20,10,10,130,8,2,4,11,13,110,130,315,222.8,267.25,349.75,372.6,5.6,5.6,11.1,5.6,5.6,72.2,61.1,72.2
ckd,TRUE,sickle_cell,TRUE,0,0,0,0,0,0,0,0.5,0.10000000000000009,0.25,0.75,0.8999999999999999,0,0,297,290.6,293,301,303.4,NA,NA,NA,NA,NA,NA,NA,NA
cld,FALSE,all,All,4720,320,350,320,330,300,3100,7,1,3,11,13,2790,3370,299,219,249,350,380,6.8,7.4,6.8,7,6.4,65.7,59.1,71.4
cld,TRUE,all,All,210,10,10,10,10,20,140,8,1,4,12,13,120,140,303,224,253,349,383,4.8,4.8,4.8,4.8,9.5,66.7,57.1,66.7
cld,FALSE,sex,Female,2460,160,190,160,170,150,1620,7,1,3,11,13,1480,1760,295,219,249,346.5,376,6.5,7.7,6.5,6.9,6.1,65.9,60.2,71.5
cld,FALSE,sex,Male,2260,170,150,150,160,150,1480,7,1,3,11,13,1310,1620,303,219,249.75,352,381,7.5,6.6,6.6,7.1,6.6,65.5,58,71.7
cld,TRUE,sex,Female,100,0,10,0,10,10,70,8,1.1000000000000014,4,12,13,50,70,313,232.5,269.75,357.5,383.6,0,10,0,10,10,70,50,70
cld,TRUE,sex,Male,100,10,0,10,0,10,70,8,1.3000000000000007,4,11,13,60,70,286,222.4,241,337,374.4,10,0,10,0,10,70,60,70
cld,FALSE,ageband4,16-49,440,30,30,30,30,30,300,7,1,3,11,13,260,310,301,218.5,252,349,375,6.8,6.8,6.8,6.8,6.8,68.2,59.1,70.5
cld,FALSE,ageband4,50-64,710,40,50,50,50,50,470,7,1,3,10,13,410,500,311,225.7,256,351,381,5.6,7,7,7,7,66.2,57.7,70.4
cld,FALSE,ageband4,65-74,2170,160,150,160,140,140,1420,7,1,3,11,13,1280,1570,298,218,248,352,380,7.4,6.9,7.4,6.5,6.5,65.4,59,72.4
cld,FALSE,ageband4,75-104,1400,100,120,70,110,90,920,7,1,3,11,13,840,1000,295,218,246,345.75,380,7.1,8.6,5,7.9,6.4,65.7,60,71.4
cld,TRUE,ageband4,16-49,50,0,0,0,0,0,30,6,2,3.5,12,13,30,30,298.5,229.5,254.25,340,362.6,0,0,0,0,0,60,60,60
cld,TRUE,ageband4,50-64,80,0,10,0,0,10,60,8,1,4,11.5,13,40,60,325.5,223,268.25,364.5,394,0,12.5,0,0,12.5,75,50,75
cld,TRUE,ageband4,65-74,50,10,0,0,0,0,30,8,0,3.5,12,12.399999999999999,30,30,286,226,237.5,331.5,369,20,0,0,0,0,60,60,60
cld,TRUE,ageband4,75-104,30,0,0,0,0,0,20,8,2,4,11,12.8,20,20,292.5,239.7,253.5,325.25,351.5,0,0,0,0,0,66.7,66.7,66.7
cld,FALSE,ageband13,16-19,0,0,0,0,0,0,0,5,3.4000000000000004,4,7.5,9,0,0,349,349,349,349,349,NA,NA,NA,NA,NA,NA,NA,NA
cld,FALSE,ageband13,20-29,20,0,0,0,0,0,20,9,1,4.25,11,11.100000000000001,10,10,321.5,245.8,274.25,357,379.9,0,0,0,0,0,100,50,50
cld,FALSE,ageband13,30-39,130,0,10,10,10,10,90,7,1.8000000000000007,3,11,13,80,90,306,214,250,351,377.6,0,7.7,7.7,7.7,7.7,69.2,61.5,69.2
cld,FALSE,ageband13,40-49,290,20,20,20,20,20,190,7,1,3,10,13,170,200,295.5,226.4,252.5,344,373.3,6.9,6.9,6.9,6.9,6.9,65.5,58.6,69
cld,FALSE,ageband13,50-54,220,10,20,20,10,20,140,6,1,3,10,13,120,150,318,224.2,256,351.25,381.9,4.5,9.1,9.1,4.5,9.1,63.6,54.5,68.2
cld,FALSE,ageband13,55-59,240,20,10,10,20,20,160,7,1,3,10,13,140,170,306,231,256,350,381,8.3,4.2,4.2,8.3,8.3,66.7,58.3,70.8
cld,FALSE,ageband13,60-64,240,10,20,20,20,20,160,7,1,3,10,13,140,180,306,220,255,350.5,376.6,4.2,8.3,8.3,8.3,8.3,66.7,58.3,75
cld,FALSE,ageband13,65-69,1220,80,70,80,90,90,800,7,1,3,11,13,730,890,297,218,248,350.75,378,6.6,5.7,6.6,7.4,7.4,65.6,59.8,73
cld,FALSE,ageband13,70-74,950,70,80,80,50,50,620,7,1,3,11,13,550,680,300,219,248,353,381,7.4,8.4,8.4,5.3,5.3,65.3,57.9,71.6
cld,FALSE,ageband13,75-79,660,50,60,30,60,40,420,7,1,3,11,13,400,470,287,215,239,344,381,7.6,9.1,4.5,9.1,6.1,63.6,60.6,71.2
cld,FALSE,ageband13,80-84,380,30,20,20,30,30,260,8,1,3,11,13,240,290,295.5,228,255,346,378,7.9,5.3,5.3,7.9,7.9,68.4,63.2,76.3
cld,FALSE,ageband13,85-89,220,10,20,10,20,20,150,7,1,3,11,13,120,150,310.5,217.9,255,345,384.1,4.5,9.1,4.5,9.1,9.1,68.2,54.5,68.2
cld,FALSE,ageband13,90-104,140,10,10,10,10,10,100,7,1,3,10.5,13,80,90,311,214,254.5,350.5,378,7.1,7.1,7.1,7.1,7.1,71.4,57.1,64.3
cld,TRUE,ageband13,20-29,0,0,0,0,0,0,0,6,4.4,5,7,7.6,0,0,323,323,323,323,323,NA,NA,NA,NA,NA,NA,NA,NA
cld,TRUE,ageband13,30-39,20,0,0,0,0,0,10,5,1.2000000000000002,2,12,12,10,10,296,249,275.75,343.25,361.8,0,0,0,0,0,50,50,50
cld,TRUE,ageband13,40-49,30,0,0,0,0,0,20,7,2.6,4,12,13.400000000000002,20,20,296,223.4,241,337,362,0,0,0,0,0,66.7,66.7,66.7
cld,TRUE,ageband13,50-54,30,0,0,0,0,0,20,8,1,4,9.75,12,20,20,332,223.8,279.75,370.75,392.7,0,0,0,0,0,66.7,66.7,66.7
cld,TRUE,ageband13,55-59,10,0,0,0,0,0,10,9.5,4,6,12,13.400000000000002,10,10,271,212,240,336,352,0,0,0,0,0,100,100,100
cld,TRUE,ageband13,60-64,30,0,0,0,0,0,20,9,3,4,12,13,20,20,328,248,282,366,399,0,0,0,0,0,66.7,66.7,66.7
cld,TRUE,ageband13,65-69,20,0,0,0,0,0,10,8,0,1.75,11.25,12.200000000000003,10,10,259,234,235,325,336.2,0,0,0,0,0,50,50,50
cld,TRUE,ageband13,70-74,30,0,0,0,0,0,20,8,2,4,12,12.400000000000002,10,20,296,222.1,251.75,355.5,383.6,0,0,0,0,0,66.7,33.3,66.7
cld,TRUE,ageband13,75-79,20,0,0,0,0,0,10,6.5,2.7,3.25,10,11,10,10,294,247.2,255,328,350,0,0,0,0,0,50,50,50
cld,TRUE,ageband13,80-84,10,0,0,0,0,0,10,11.5,5.600000000000001,9.5,12.25,13.299999999999999,0,0,270.5,243.8,251,298.25,320.3,0,0,0,0,0,100,0,0
cld,TRUE,ageband13,85-89,0,0,0,0,0,0,0,4,0.6000000000000001,1.5,7,8.8,0,0,285,226.4,243.5,332.25,359.7,NA,NA,NA,NA,NA,NA,NA,NA
cld,TRUE,ageband13,90-104,0,0,0,0,0,0,0,7,6.2,6.5,10.5,12.599999999999998,0,0,303,303,303,303,303,NA,NA,NA,NA,NA,NA,NA,NA
cld,FALSE,ethnicity5,White,2620,180,200,170,170,160,1740,7,1,3,11,13,1560,1860,298,218,247,348.5,378,6.9,7.6,6.5,6.5,6.1,66.4,59.5,71
cld,FALSE,ethnicity5,Mixed,410,40,30,30,40,30,250,7,1,3,11,13,230,300,302,223,260,350.25,384.5,9.8,7.3,7.3,9.8,7.3,61,56.1,73.2
cld,FALSE,ethnicity5,Asian or Asian British,400,30,30,30,20,30,260,7,1,3,11,13,240,280,301,217,242,346,375,7.5,7.5,7.5,5,7.5,65,60,70
cld,FALSE,ethnicity5,Black or Black British,420,20,40,30,20,30,270,7,1,3,11,13,240,300,300,222.9,250,355,385.1,4.8,9.5,7.1,4.8,7.1,64.3,57.1,71.4
cld,FALSE,ethnicity5,Chinese or Other Ethnic Groups,420,30,30,30,40,30,270,7,1,3,11,13,260,320,306,220,257,351,385,7.1,7.1,7.1,9.5,7.1,64.3,61.9,76.2
cld,FALSE,ethnicity5,(Missing),460,30,30,30,30,20,310,7,1,3,11,13,260,320,299,221,252,351.5,376.6,6.5,6.5,6.5,6.5,4.3,67.4,56.5,69.6
cld,TRUE,ethnicity5,White,120,10,10,10,10,10,80,8,1,4,12,13,70,80,294,228,252,349,385,8.3,8.3,8.3,8.3,8.3,66.7,58.3,66.7
cld,TRUE,ethnicity5,Mixed,20,0,0,0,0,0,20,10,5.5,6,11.25,12,10,10,314.5,236.7,251.25,333.5,353,0,0,0,0,0,100,50,50
cld,TRUE,ethnicity5,Asian or Asian British,10,0,0,0,0,0,10,10,5.4,7,11,12,10,10,296,213.9,234.5,341.75,362.4,0,0,0,0,0,100,100,100
cld,TRUE,ethnicity5,Black or Black British,20,0,0,0,0,0,10,4.5,2,3.25,12,13.3,10,20,316,238.8,251.5,358,368.8,0,0,0,0,0,50,50,100
cld,TRUE,ethnicity5,Chinese or Other Ethnic Groups,30,0,0,0,0,0,20,5.5,1,2.75,9,12.3,20,20,325,245.4,277.75,338.75,373.2,0,0,0,0,0,66.7,66.7,66.7
cld,TRUE,ethnicity5,(Missing),20,0,0,0,0,0,10,9,3.4000000000000004,5.5,10.5,14,10,10,337,220.8,254,360,378.4,0,0,0,0,0,50,50,50
cld,FALSE,region,North East and Yorkshire,2410,180,180,170,160,160,1560,7,1,3,11,13,1430,1720,298,220,250,349.5,379,7.5,7.5,7.1,6.6,6.6,64.7,59.3,71.4
cld,FALSE,region,North West,960,60,70,50,60,60,670,7,1,4,11,13,580,700,298,216,247,349,378,6.2,7.3,5.2,6.2,6.2,69.8,60.4,72.9
cld,FALSE,region,Midlands,460,20,30,30,30,30,320,7,1,4,11,13,280,340,300.5,222,254.25,346,379.9,4.3,6.5,6.5,6.5,6.5,69.6,60.9,73.9
cld,FALSE,region,East of England,220,20,20,20,20,20,130,6,1,2,10,13,120,150,320,223.4,253,363,388.8,9.1,9.1,9.1,9.1,9.1,59.1,54.5,68.2
cld,FALSE,region,London,220,20,20,10,30,10,120,6,1,3,10,13,130,160,303,227.9,264.25,348,384,9.1,9.1,4.5,13.6,4.5,54.5,59.1,72.7
cld,FALSE,region,South East,240,20,10,20,20,20,160,7,1,3,11,13,130,160,296,218.1,244.25,347.75,378,8.3,4.2,8.3,8.3,8.3,66.7,54.2,66.7
cld,FALSE,region,South West,220,20,20,10,10,20,140,7,1,3,11,13,130,140,293.5,215,238.75,342.75,370.4,9.1,9.1,4.5,4.5,9.1,63.6,59.1,63.6
cld,TRUE,region,North East and Yorkshire,110,10,10,0,10,10,70,7.5,1,4,12,13,60,70,303,235.8,260,347,374.6,9.1,9.1,0,9.1,9.1,63.6,54.5,63.6
cld,TRUE,region,North West,40,0,0,0,0,0,30,8,0.2999999999999998,3,10.25,12,30,30,289,214.8,234,349,382,0,0,0,0,0,75,75,75
cld,TRUE,region,Midlands,20,0,0,0,0,0,10,7,3.4000000000000004,4,12,14,10,10,321.5,247.2,307.75,381.75,391.5,0,0,0,0,0,50,50,50
cld,TRUE,region,East of England,10,0,0,0,0,0,10,8,2,3.5,12,13,10,10,338,241.6,290.5,355.75,366.4,0,0,0,0,0,100,100,100
cld,TRUE,region,London,10,0,0,0,0,0,10,10,5,6,11,12,10,10,283.5,234.5,243.75,327,335,0,0,0,0,0,100,100,100
cld,TRUE,region,South East,10,0,0,0,0,0,0,6,4,4.5,9,10.8,0,0,275,210,219,331.25,340.7,0,0,0,0,0,0,0,0
cld,TRUE,region,South West,10,0,0,0,0,0,10,10.5,7.5,8.5,11,11.5,0,0,266,225.2,240.5,276,282,0,0,0,0,0,100,0,0
cld,FALSE,imd_quintile,1 (most deprived),890,60,70,50,60,40,610,7,1,3,11,13,540,640,294,219,248,345,379,6.7,7.9,5.6,6.7,4.5,68.5,60.7,71.9
cld,FALSE,imd_quintile,2,950,60,80,70,60,70,620,7,1,3,10,13,560,670,299,216.7,252,348,374.3,6.3,8.4,7.4,6.3,7.4,65.3,58.9,70.5
cld,FALSE,imd_quintile,3,910,70,70,60,70,60,580,7,1,3,11,13,550,660,303,224,253,352,381,7.7,7.7,6.6,7.7,6.6,63.7,60.4,72.5
cld,FALSE,imd_quintile,4,870,70,50,60,50,60,570,7,1,3,11,13,510,620,298.5,219,245.75,350,378,8,5.7,6.9,5.7,6.9,65.5,58.6,71.3
cld,FALSE,imd_quintile,5 (least deprived),840,50,60,50,60,60,560,7,1,3,11,13,480,600,304,219,251,354,383,6,7.1,6,7.1,7.1,66.7,57.1,71.4
cld,FALSE,imd_quintile,(Missing),260,20,20,20,20,10,160,7,1,3,11,13,150,170,289,215.4,244,335,377.6,7.7,7.7,7.7,7.7,3.8,61.5,57.7,65.4
cld,TRUE,imd_quintile,1 (most deprived),50,0,0,0,0,0,40,8,1,4,12,13,20,30,314,255,280,369,391.2,0,0,0,0,0,80,40,60
cld,TRUE,imd_quintile,2,30,0,0,0,0,0,20,8,0.9000000000000004,3.25,12,13,20,20,294.5,232.5,251,326.75,364.6,0,0,0,0,0,66.7,66.7,66.7
cld,TRUE,imd_quintile,3,50,0,0,0,0,10,40,7,2,4,11,12,30,40,315,214.4,257.5,356.75,376.6,0,0,0,0,20,80,60,80
cld,TRUE,imd_quintile,4,40,0,0,10,0,0,20,6,1.7000000000000002,2.25,9,12,20,20,281.5,222.6,238,310.75,348.4,0,0,25,0,0,50,50,50
cld,TRUE,imd_quintile,5 (least deprived),30,0,0,0,0,0,20,10,0.8000000000000003,6,12,14,20,20,317,226,240,337,375,0,0,0,0,0,66.7,66.7,66.7
cld,TRUE,imd_quintile,(Missing),10,0,0,0,0,0,0,7,3.7,4,10.25,14,10,10,313,243.4,265,325.5,350.8,0,0,0,0,0,0,100,100
cld,FALSE,carehome_status,FALSE,3940,260,300,280,280,250,2570,7,1,3,11,13,2340,2820,300,219,250,350,379,6.6,7.6,7.1,7.1,6.3,65.2,59.4,71.6
cld,FALSE,carehome_status,TRUE,780,60,50,40,40,60,530,7,1,4,11,13,460,550,294,219,248,349,381.1,7.7,6.4,5.1,5.1,7.7,67.9,59,70.5
cld,TRUE,carehome_status,FALSE,180,10,10,10,10,20,120,7.5,1,4,12,13,110,130,304.5,227,255.25,349.75,379,5.6,5.6,5.6,5.6,11.1,66.7,61.1,72.2
cld,TRUE,carehome_status,TRUE,20,0,0,0,0,0,20,10,2.3000000000000003,6.75,11,12,10,20,289,213.8,236.5,323.5,382.2,0,0,0,0,0,100,50,100
cld,FALSE,primis_atrisk,FALSE,2960,220,220,190,200,190,1950,7,1,3,11,13,1770,2130,298,219,247,350,379,7.4,7.4,6.4,6.8,6.4,65.9,59.8,72
cld,FALSE,primis_atrisk,TRUE,1760,110,130,130,120,110,1160,7,1,3,11,13,1020,1240,302,220,253,350,381,6.2,7.4,7.4,6.8,6.2,65.9,58,70.5
cld,TRUE,primis_atrisk,TRUE,210,10,10,10,10,20,140,8,1,4,12,13,120,140,303,224,253,349,383,4.8,4.8,4.8,4.8,9.5,66.7,57.1,66.7
cld,FALSE,crd,FALSE,4520,320,340,300,310,290,2970,7,1,3,11,13,2680,3230,299,219,249,349,379,7.1,7.5,6.6,6.9,6.4,65.7,59.3,71.5
cld,FALSE,crd,TRUE,200,10,10,10,20,20,140,7,2,4,11,13,110,140,306,225.8,250.5,357.5,382.2,5,5,5,10,10,70,55,70
cld,TRUE,crd,FALSE,200,10,10,10,10,20,140,8,1,4,12,13,110,140,303,222.8,251,348,384.2,5,5,5,5,10,70,55,70
cld,TRUE,crd,TRUE,10,0,0,0,0,0,0,6,1.6,3,11,12,0,10,327,283.5,301,351.5,367,0,0,0,0,0,0,0,100
cld,FALSE,chd,FALSE,4530,310,330,300,320,300,2980,7,1,3,11,13,2680,3230,299,219,249,350,379,6.8,7.3,6.6,7.1,6.6,65.8,59.2,71.3
cld,FALSE,chd,TRUE,190,10,20,20,10,10,130,7,1,3,11,13,110,140,300,212.2,249,348,389.2,5.3,10.5,10.5,5.3,5.3,68.4,57.9,73.7
cld,TRUE,chd,FALSE,200,10,10,10,10,20,140,8,1,4,12,13,120,140,303,223.6,252.5,348,383.4,5,5,5,5,10,70,60,70
cld,TRUE,chd,TRUE,0,0,0,0,0,0,0,6.5,5.300000000000001,5.75,7.75,9.100000000000001,0,0,323.5,296.7,306.75,340.25,350.3,NA,NA,NA,NA,NA,NA,NA,NA
cld,FALSE,ckd,FALSE,4540,320,340,300,320,290,2980,7,1,3,11,13,2680,3240,298,219,249,350,380,7,7.5,6.6,7,6.4,65.6,59,71.4
cld,FALSE,ckd,TRUE,180,10,10,20,10,10,120,8,1,4,11,13,110,130,315,222.2,265,349.5,371.4,5.6,5.6,11.1,5.6,5.6,66.7,61.1,72.2
cld,TRUE,ckd,FALSE,200,10,10,10,10,20,140,8,1,4,12,13,110,140,303,223,251.5,349.25,380.5,5,5,5,5,10,70,55,70
cld,TRUE,ckd,TRUE,0,0,0,0,0,0,0,9,6,9,11,11.6,0,0,313,285.8,293,347,375.8,NA,NA,NA,NA,NA,NA,NA,NA
cld,FALSE,cns_learndis,FALSE,4360,300,320,290,300,270,2880,7,1,3,11,13,2580,3120,299,219,249,350,380,6.9,7.3,6.7,6.9,6.2,66.1,59.2,71.6
cld,FALSE,cns_learndis,TRUE,360,20,30,30,20,30,230,6,1,3,10,13,210,260,295.5,228,252,352.75,379.5,5.6,8.3,8.3,5.6,8.3,63.9,58.3,72.2
cld,TRUE,cns_learndis,FALSE,190,10,10,10,10,20,140,8,1,4,12,13,110,130,300,221.3,249.25,345.5,378.5,5.3,5.3,5.3,5.3,10.5,73.7,57.9,68.4
cld,TRUE,cns_learndis,TRUE,10,0,0,0,0,0,10,7.5,2,2,10.5,12,10,10,338,281,303.5,361.5,393,0,0,0,0,0,100,100,100
cld,FALSE,diabetes,FALSE,4530,320,330,310,310,300,2970,7,1,3,11,13,2690,3240,299,219,249,349.5,380,7.1,7.3,6.8,6.8,6.6,65.6,59.4,71.5
cld,FALSE,diabetes,TRUE,190,10,20,10,20,10,130,7,1,3,10,13,100,130,306,222.1,259.5,351.25,381.3,5.3,10.5,5.3,10.5,5.3,68.4,52.6,68.4
